Id,age,job,marital,education,device,day,month,time_spent,banner_views,banner_views_old,days_elapsed_old,outcome_old,X1,X2,X3,X4,subscription
5230,38,housekeeper,single,university,smartphone,16,3,8.5,1,3,302,success,0,0,1,0.0770250394930365,1
5231,49,manager,married,grad_school,na,27,5,6.7,1,0,-1,na,0,0,1,0.0846422021680315,0
5232,37,salesman,single,university,smartphone,30,1,12.85,6,0,-1,na,0,0,0,0.0867303397309026,0
5233,26,salesman,divorced,high_school,smartphone,25,7,0.6,16,0,-1,na,1,1,1,0.0728215277903873,0
5234,56,industrial_worker,married,university,na,20,6,1.15,6,0,-1,na,0,0,0,0.1012111197864652,0
5235,36,industrial_worker,married,university,smartphone,17,4,12.05,1,0,-1,na,0,0,1,0.0740925680460479,0
5236,32,manager,married,grad_school,smartphone,15,5,55.05,5,0,-1,na,0,0,1,0.1035534654004684,1
5237,32,manager,single,university,smartphone,6,4,15.35,1,2,363,success,0,0,1,0.0826811686307264,1
5238,29,industrial_worker,married,university,smartphone,21,7,10.0,1,0,-1,na,1,0,1,0.072358505982968,0
5239,52,salesman,married,university,desktop,7,7,19.4,2,2,460,failure,0,0,0,0.0787681804150854,1
5240,55,teacher,married,na,smartphone,9,4,19.2,1,0,-1,na,0,0,0,0.091306084651281,1
5241,32,salesman,single,university,smartphone,2,7,17.3,1,0,-1,na,0,0,0,0.098959562762152,1
5242,40,entrepreneur,married,grad_school,na,19,6,47.1,4,0,-1,na,0,1,0,0.0728033700724492,1
5243,43,technology,divorced,university,smartphone,25,5,12.6,2,1,353,other,0,0,0,0.087438490730485,1
5244,49,industrial_worker,divorced,university,smartphone,16,4,3.6,1,0,-1,na,0,0,1,0.068590779510831,0
5245,29,teacher,married,university,smartphone,6,5,16.45,1,1,362,failure,0,0,1,0.0728215277903873,0
5246,60,teacher,divorced,university,desktop,8,4,11.3,1,0,-1,na,0,0,0,0.1821037532002977,1
5247,44,entrepreneur,married,high_school,smartphone,8,5,15.35,2,0,-1,na,0,0,0,0.1185517404172643,0
5248,79,retired,married,university,desktop,9,9,13.3,1,3,79,failure,0,0,0,0.0793673851070397,1
5249,44,manager,single,grad_school,na,11,6,20.85,2,0,-1,na,0,0,1,0.0802934287218782,0
5250,26,technology,married,university,smartphone,24,7,4.1,2,0,-1,na,0,0,0,0.0765710965445862,0
5251,53,industrial_worker,married,university,smartphone,30,4,10.05,1,1,86,success,0,0,0,0.1282933560910064,0
5252,35,industrial_worker,single,na,smartphone,8,7,16.7,1,3,87,failure,0,0,0,0.0771975378134476,1
5253,41,housekeeper,married,high_school,smartphone,14,4,7.9,1,0,-1,na,0,0,0,0.0728033700724492,1
5254,32,manager,divorced,grad_school,smartphone,10,12,39.4,1,5,185,other,0,0,1,0.0808200025420805,1
5255,46,teacher,married,university,smartphone,15,7,47.35,1,1,182,success,0,0,0,0.1183883209558222,1
5256,38,manager,married,grad_school,na,13,5,27.9,4,0,-1,na,0,0,1,0.0738837542897608,1
5257,55,teacher,single,university,na,5,5,4.5,2,0,-1,na,1,0,1,0.0800846149655911,0
5258,24,industrial_worker,single,university,na,28,5,16.15,2,0,-1,na,0,0,1,0.0757721569553138,0
5259,32,technology,single,grad_school,smartphone,14,4,8.4,1,0,-1,na,0,0,0,0.0819911753490821,0
5260,57,industrial_worker,married,university,smartphone,21,8,40.45,10,0,-1,na,0,0,0,0.099014035915966,1
5261,42,unemployed,married,grad_school,smartphone,27,2,7.3,1,0,-1,na,0,0,0,0.078032792838596,1
5262,30,technology,married,university,smartphone,20,8,2.25,2,0,-1,na,0,0,0,0.0730394204056434,0
5263,32,technology,married,university,smartphone,4,8,16.55,2,0,-1,na,1,0,1,0.0729123163800773,0
5264,55,manager,married,grad_school,na,20,6,0.1,3,0,-1,na,1,0,0,0.1161730793673851,0
5265,54,technology,single,grad_school,smartphone,18,7,33.2,3,0,-1,na,0,0,1,0.0770431972109745,1
5266,27,entrepreneur,single,grad_school,smartphone,5,5,54.55,1,0,-1,na,0,0,1,0.0924046265865306,0
5267,64,manager,married,grad_school,smartphone,29,10,7.7,1,0,-1,na,0,0,0,0.1086739418589871,1
5268,54,unemployed,married,university,smartphone,8,4,56.2,1,0,-1,na,0,0,0,0.0762260999037641,1
5269,42,manager,married,university,smartphone,17,11,3.5,1,0,-1,na,0,0,0,0.0734479690592486,0
5270,32,technology,married,university,smartphone,9,7,10.7,1,0,-1,na,0,0,1,0.0734207324823416,0
5271,36,entrepreneur,single,university,smartphone,30,7,5.6,2,0,-1,na,0,0,0,0.0754907123272747,0
5272,55,housekeeper,married,high_school,smartphone,21,11,3.75,3,0,-1,na,0,0,0,0.0728396855083253,0
5273,36,manager,married,grad_school,na,30,5,15.1,1,0,-1,na,0,0,1,0.0793583062480707,0
5274,57,retired,married,university,smartphone,14,8,2.3,4,0,-1,na,0,0,0,0.0747008515969712,0
5275,22,student,single,na,smartphone,10,8,6.9,1,0,-1,na,0,0,0,0.1029179452726381,0
5276,40,manager,married,grad_school,smartphone,6,8,6.05,2,6,98,success,0,0,0,0.0728033700724492,1
5277,37,entrepreneur,married,grad_school,smartphone,2,6,12.15,2,0,-1,na,0,0,0,0.0745192744175912,1
5278,44,entrepreneur,married,grad_school,smartphone,28,1,14.0,2,3,153,failure,1,0,1,0.1042434586821128,0
5279,31,entrepreneur,single,grad_school,na,23,5,9.45,2,0,-1,na,0,0,1,0.0849690410909156,0
5280,30,manager,married,grad_school,smartphone,11,8,18.0,4,0,-1,na,0,0,0,0.0996767926207034,0
5281,77,retired,married,university,desktop,21,10,16.0,2,4,181,success,0,0,0,0.0802480344270332,1
5282,26,student,single,grad_school,smartphone,18,5,0.1,5,0,-1,na,0,0,1,0.0750821636736694,0
5283,33,technology,married,university,smartphone,28,8,8.5,4,0,-1,na,0,0,0,0.0752001888402665,0
5284,33,teacher,married,university,smartphone,30,4,16.25,1,0,-1,na,0,0,1,0.0736658616745047,1
5285,55,technology,married,university,smartphone,18,8,9.15,1,3,386,success,1,0,0,0.0903981987543805,1
5286,36,teacher,single,grad_school,smartphone,8,10,6.25,3,4,331,failure,0,0,1,0.1182612169302562,0
5287,52,manager,married,grad_school,smartphone,17,5,18.3,1,3,181,success,0,0,0,0.078096344851379,1
5288,47,industrial_worker,married,university,smartphone,13,3,153.3,1,0,-1,na,1,0,1,0.0749641385070724,1
5289,34,manager,single,grad_school,smartphone,5,2,0.0,6,0,-1,na,0,0,1,0.0764712290959272,0
5290,25,teacher,single,university,smartphone,15,5,41.1,1,3,367,failure,0,0,1,0.0774063515697347,1
5291,40,entrepreneur,divorced,university,smartphone,18,7,30.65,3,0,-1,na,0,0,1,0.1000217892615256,1
5292,38,industrial_worker,married,university,smartphone,13,8,38.7,3,10,94,failure,0,0,1,0.0833802407713398,1
5293,46,teacher,divorced,university,smartphone,28,7,28.15,5,0,-1,na,0,0,0,0.0927405443683837,1
5294,29,industrial_worker,married,university,smartphone,17,4,11.5,2,0,-1,na,0,0,1,0.0754997911862437,0
5295,32,industrial_worker,single,university,smartphone,15,5,34.1,3,0,-1,na,0,0,1,0.0747734824687233,1
5296,50,teacher,married,university,smartphone,28,7,3.6,6,0,-1,na,0,0,0,0.0777604270695259,0
5297,19,student,single,university,smartphone,30,4,7.95,1,2,190,success,0,0,0,0.0757903146732518,1
5298,43,manager,married,grad_school,smartphone,7,5,51.0,1,3,169,success,0,0,1,0.0857770595391571,1
5299,49,teacher,single,grad_school,smartphone,2,6,19.85,1,1,92,success,0,0,1,0.0748733499173823,1
5300,30,teacher,single,university,smartphone,16,7,27.55,9,0,-1,na,0,0,0,0.0724765311495651,1
5301,64,industrial_worker,married,high_school,desktop,12,8,2.85,2,0,-1,na,0,0,0,0.0900895175494343,0
5302,58,manager,married,grad_school,smartphone,3,6,67.55,1,1,391,failure,0,0,1,0.093330670201369,0
5303,31,salesman,married,university,na,21,5,12.6,2,0,-1,na,0,0,1,0.0754271603144916,0
5304,48,manager,married,high_school,desktop,20,11,9.85,3,0,-1,na,0,0,1,0.1021280845423347,0
5305,31,technology,single,university,smartphone,26,5,19.75,3,2,205,failure,0,0,0,0.0804840847602273,1
5306,26,student,single,university,na,8,5,13.4,2,0,-1,na,0,0,1,0.0735750730848147,0
5307,59,salesman,married,high_school,na,16,6,1.55,3,0,-1,na,0,0,0,0.0730848147004884,0
5308,34,salesman,married,university,smartphone,17,4,9.9,1,2,332,failure,0,0,1,0.1178617471356199,0
5309,60,technology,married,grad_school,smartphone,12,8,6.45,6,0,-1,na,0,0,0,0.0739927005973889,0
5310,28,teacher,divorced,university,na,8,5,21.6,2,0,-1,na,0,0,1,0.079930274363118,1
5311,61,retired,married,university,smartphone,13,8,10.05,3,4,183,success,0,0,0,0.0775516133132387,1
5312,60,technology,divorced,grad_school,smartphone,28,7,3.3,6,0,-1,na,1,0,0,0.0695259019846385,0
5313,62,manager,married,university,smartphone,2,9,11.3,1,3,290,other,0,0,0,0.0830443229894866,1
5314,43,technology,married,university,smartphone,17,11,7.25,1,1,186,failure,0,0,1,0.0897354420496432,0
5315,41,manager,married,university,na,20,6,3.15,3,0,-1,na,0,0,0,0.0843607575399923,0
5316,52,entrepreneur,divorced,grad_school,na,12,6,11.8,2,0,-1,na,1,0,1,0.0746100630072812,0
5317,32,freelance,married,grad_school,smartphone,6,8,61.95,4,0,-1,na,0,0,0,0.0857225863853431,1
5318,34,teacher,married,university,smartphone,2,4,36.45,2,0,-1,na,0,0,0,0.0861856081927623,1
5319,28,industrial_worker,single,university,smartphone,7,5,0.85,1,1,345,failure,0,1,1,0.0735932308027527,0
5320,47,manager,married,grad_school,smartphone,17,11,21.2,2,0,-1,na,0,0,0,0.104624770758811,1
5321,46,manager,married,grad_school,smartphone,2,2,10.25,1,0,-1,na,0,0,0,0.1205672471083834,0
5322,41,manager,single,university,smartphone,12,6,11.0,2,0,-1,na,0,0,0,0.0797396183247689,0
5323,38,technology,single,university,desktop,30,9,11.2,1,0,-1,na,0,0,0,0.0883372977684164,1
5324,59,teacher,married,university,smartphone,17,6,11.65,3,6,91,success,0,0,0,0.1067129083216821,1
5325,35,manager,married,grad_school,smartphone,5,2,9.15,4,0,-1,na,0,0,1,0.0773972727107657,0
5326,31,technology,single,grad_school,na,8,11,7.2,1,0,-1,na,0,0,0,0.0982877271984457,1
5327,29,manager,single,grad_school,smartphone,29,4,10.8,2,0,-1,na,0,0,0,0.0996313983258584,1
5328,39,industrial_worker,married,high_school,na,8,5,40.15,1,0,-1,na,0,0,0,0.0734388902002796,1
5329,49,salesman,married,high_school,na,29,5,20.35,2,0,-1,na,0,0,1,0.1248887839776296,0
5330,49,housekeeper,married,high_school,desktop,9,7,4.8,1,0,-1,na,0,0,0,0.0728033700724492,0
5331,34,manager,single,university,smartphone,30,7,2.1,7,0,-1,na,0,0,1,0.076035443865415,0
5332,67,housekeeper,divorced,university,smartphone,13,8,10.6,4,0,-1,na,0,0,0,0.1206943511339494,1
5333,30,salesman,married,university,na,26,5,71.8,7,0,-1,na,0,0,1,0.0739745428794509,1
5334,48,teacher,single,university,na,18,6,11.75,2,0,-1,na,0,0,1,0.0841791803606122,0
5335,55,industrial_worker,married,university,na,5,5,13.85,1,0,-1,na,0,0,0,0.0762805730575781,0
5336,35,industrial_worker,married,university,smartphone,30,1,30.8,3,0,-1,na,0,0,1,0.0747099304559403,0
5337,40,teacher,married,university,smartphone,7,4,18.95,1,2,266,other,1,0,1,0.0963266936611406,0
5338,27,technology,single,university,smartphone,15,4,51.4,2,0,-1,na,0,0,1,0.0767889891598423,1
5339,37,salesman,married,university,smartphone,14,8,7.0,2,0,-1,na,0,0,0,0.0798394857734279,1
5340,45,housekeeper,married,university,smartphone,16,7,13.85,2,0,-1,na,0,0,1,0.0751457156864525,0
5341,27,teacher,married,university,smartphone,5,6,19.35,1,0,-1,na,0,0,0,0.0809471065676465,1
5342,35,industrial_worker,married,high_school,na,26,5,13.55,1,0,-1,na,0,0,1,0.0706335227788571,0
5343,34,technology,married,university,smartphone,22,8,8.35,2,0,-1,na,0,1,0,0.0712418063297804,0
5344,31,industrial_worker,single,university,na,21,5,26.6,1,0,-1,na,0,0,1,0.0733299438926515,0
5345,60,technology,married,university,desktop,9,2,8.1,4,0,-1,na,0,0,0,0.0729940261107984,0
5346,36,salesman,divorced,grad_school,smartphone,18,5,2.95,1,6,367,other,0,0,1,0.074274145225428,0
5347,32,manager,single,grad_school,smartphone,29,8,12.25,2,0,-1,na,0,0,0,0.0728033700724492,0
5348,83,retired,single,high_school,desktop,12,2,3.95,1,0,-1,na,0,0,0,0.1032084687596462,0
5349,44,manager,married,grad_school,smartphone,14,8,9.0,3,3,270,failure,0,0,1,0.0748551921994443,1
5350,50,freelance,married,grad_school,smartphone,15,4,4.85,1,4,148,failure,0,0,1,0.0746372995841882,0
5351,41,na,single,na,smartphone,27,10,6.65,1,1,188,success,0,0,0,0.0813556552212518,1
5352,47,industrial_worker,married,university,smartphone,6,5,5.55,1,0,-1,na,0,0,1,0.0749369019301654,0
5353,59,salesman,single,university,smartphone,14,1,19.9,1,0,-1,na,0,0,0,0.0795126468505438,1
5354,35,technology,single,university,smartphone,25,5,11.3,1,0,-1,na,0,0,1,0.0746554573021262,1
5355,57,technology,married,university,smartphone,27,10,9.85,1,0,-1,na,0,0,0,0.0751094002505765,1
5356,51,manager,married,grad_school,smartphone,22,5,7.9,1,0,-1,na,0,0,1,0.0728033700724492,0
5357,45,freelance,married,grad_school,smartphone,28,8,7.65,4,0,-1,na,0,0,0,0.0749822962250104,0
5358,51,teacher,divorced,university,smartphone,10,7,7.35,1,0,-1,na,1,0,0,0.0775243767363317,0
5359,35,unemployed,married,university,smartphone,29,6,32.5,2,6,182,success,0,0,0,0.0816824941441359,1
5360,36,student,single,grad_school,smartphone,27,10,6.95,1,0,-1,na,0,0,0,0.0739745428794509,1
5361,33,industrial_worker,single,na,smartphone,30,4,23.6,1,1,161,failure,1,0,1,0.0739745428794509,1
5362,30,industrial_worker,married,university,smartphone,20,11,49.2,1,1,177,failure,1,0,1,0.0773518784159206,1
5363,41,salesman,single,university,na,19,5,5.1,1,0,-1,na,0,0,1,0.0745919052893432,0
5364,54,unemployed,divorced,university,smartphone,2,6,12.35,3,0,-1,na,0,0,0,0.0879105913968732,1
5365,43,manager,single,grad_school,smartphone,4,12,40.55,5,1,242,success,0,0,0,0.180760082072885,1
5366,40,teacher,single,university,smartphone,7,5,3.65,1,0,-1,na,0,0,1,0.0744194069689321,0
5367,48,unemployed,divorced,university,smartphone,11,8,6.5,1,0,-1,na,0,0,0,0.0746282207252192,1
5368,51,housekeeper,married,high_school,smartphone,4,2,2.95,1,0,-1,na,1,0,1,0.0784141049152942,0
5369,30,manager,single,grad_school,smartphone,21,11,35.0,1,0,-1,na,0,0,1,0.0762170210447951,1
5370,31,manager,married,grad_school,smartphone,7,8,58.6,1,0,-1,na,0,0,0,0.0789406787354965,1
5371,42,unemployed,married,university,smartphone,29,7,11.85,3,0,-1,na,0,0,1,0.0750730848147004,0
5372,34,manager,married,grad_school,na,6,5,15.2,3,0,-1,na,0,0,1,0.0737566502641948,0
5373,52,technology,divorced,university,smartphone,8,8,5.35,2,0,-1,na,0,0,0,0.1191237085323116,0
5374,61,manager,married,grad_school,smartphone,22,6,12.95,1,1,104,success,0,0,0,0.081854992464547,1
5375,51,entrepreneur,married,grad_school,na,23,10,6.2,1,0,-1,na,0,0,1,0.1205036950956003,1
5376,44,technology,married,university,smartphone,16,7,7.7,6,0,-1,na,0,0,1,0.0737657291231638,0
5377,29,teacher,single,university,smartphone,6,5,37.2,1,0,-1,na,0,0,1,0.0730484992646124,1
5378,31,industrial_worker,divorced,university,na,26,5,8.6,5,0,-1,na,0,0,1,0.0686997258184591,0
5379,24,manager,single,grad_school,smartphone,3,7,12.35,1,0,-1,na,0,0,0,0.0774063515697347,1
5380,49,manager,married,grad_school,smartphone,19,11,4.8,1,3,155,failure,0,0,0,0.1328418644344778,0
5381,33,teacher,married,university,smartphone,13,8,5.05,1,1,105,success,0,0,0,0.0811559203239336,0
5382,59,housekeeper,married,university,smartphone,5,8,5.65,2,0,-1,na,0,0,0,0.0822453834002142,0
5383,39,industrial_worker,married,high_school,na,19,6,5.1,4,0,-1,na,0,0,0,0.0822998565540282,0
5384,47,unemployed,divorced,university,smartphone,30,1,5.85,2,8,233,other,1,0,0,0.0728033700724492,0
5385,32,freelance,married,university,na,30,5,3.7,9,0,-1,na,0,0,1,0.0904345141902565,0
5386,51,industrial_worker,married,grad_school,na,27,6,12.95,1,0,-1,na,1,0,0,0.0735659942258457,0
5387,74,retired,married,university,smartphone,25,10,19.5,1,3,173,success,0,0,0,0.0812921032084687,1
5388,48,manager,married,na,smartphone,20,11,18.5,1,0,-1,na,0,0,0,0.1441722804277958,0
5389,42,manager,married,grad_school,na,5,6,25.35,3,0,-1,na,0,0,1,0.0771339858006645,0
5390,59,retired,married,grad_school,smartphone,8,5,33.75,2,1,366,other,1,0,1,0.074147041199862,1
5391,36,entrepreneur,divorced,grad_school,smartphone,7,7,35.6,3,0,-1,na,1,0,0,0.079848564632397,1
5392,57,manager,divorced,na,smartphone,27,8,34.5,4,1,92,failure,0,0,0,0.0805567156319793,1
5393,30,manager,married,grad_school,smartphone,19,8,3.6,4,0,-1,na,0,0,0,0.074174277776769,0
5394,79,retired,married,university,smartphone,9,12,22.3,2,9,275,success,0,0,0,0.1481942149510649,1
5395,39,technology,married,university,na,27,5,18.8,11,0,-1,na,0,0,1,0.0747462458918163,0
5396,50,industrial_worker,married,high_school,smartphone,19,11,8.95,1,0,-1,na,0,0,0,0.074319539520273,0
5397,36,salesman,single,university,na,20,6,0.05,13,0,-1,na,0,0,0,0.0797033028888929,0
5398,34,manager,married,grad_school,smartphone,19,8,35.95,5,0,-1,na,0,0,0,0.0732209975850235,0
5399,31,teacher,single,university,na,14,5,8.5,1,0,-1,na,0,0,1,0.076053601583353,0
5400,19,student,single,university,desktop,15,4,5.35,1,0,-1,na,0,0,0,0.0784867357870462,0
5401,52,salesman,married,university,smartphone,27,10,20.7,1,1,515,failure,0,0,1,0.081809598169702,1
5402,39,industrial_worker,married,high_school,na,30,5,0.75,4,0,-1,na,0,0,1,0.0808109236831115,0
5403,32,technology,single,university,smartphone,29,1,37.0,1,0,-1,na,1,0,0,0.0777059539157118,1
5404,58,industrial_worker,married,university,smartphone,24,4,7.5,1,0,-1,na,0,0,1,0.1002850761716267,1
5405,35,industrial_worker,single,high_school,na,6,6,14.7,2,0,-1,na,0,0,1,0.1031176801699562,0
5406,34,manager,married,grad_school,smartphone,8,8,8.0,3,0,-1,na,0,0,0,0.0858133749750331,0
5407,34,manager,single,grad_school,smartphone,7,9,28.85,1,0,-1,na,0,0,0,0.0752365042761425,1
5408,27,teacher,married,grad_school,smartphone,25,1,11.5,1,3,301,failure,0,0,0,0.0987235124289579,1
5409,53,technology,married,university,smartphone,1,6,38.55,1,0,-1,na,0,0,0,0.0753817660196466,1
5410,36,technology,single,grad_school,na,20,5,10.3,2,0,-1,na,0,0,1,0.074274145225428,0
5411,45,teacher,married,university,smartphone,6,8,17.3,1,1,364,other,0,0,0,0.0771249069416955,1
5412,34,salesman,single,grad_school,smartphone,26,2,8.5,1,0,-1,na,0,0,0,0.0736023096617217,0
5413,30,salesman,single,high_school,smartphone,19,11,33.8,1,0,-1,na,1,0,1,0.0728033700724492,1
5414,71,retired,married,grad_school,smartphone,30,6,5.9,1,0,-1,na,0,0,0,0.099014035915966,1
5415,33,industrial_worker,married,high_school,na,21,5,40.05,2,0,-1,na,0,0,1,0.0796488297350788,0
5416,27,industrial_worker,single,high_school,smartphone,13,5,55.45,2,0,-1,na,0,0,1,0.0752092676992355,1
5417,44,salesman,single,university,smartphone,12,5,9.15,1,0,-1,na,0,0,0,0.0784141049152942,1
5418,38,teacher,single,university,na,7,5,38.8,1,0,-1,na,0,0,1,0.0737112559693497,1
5419,51,entrepreneur,married,high_school,smartphone,18,2,8.1,10,0,-1,na,0,0,0,0.0859041635647231,1
5420,57,na,married,na,na,23,10,14.55,1,0,-1,na,0,0,0,0.2477348246872333,1
5421,43,manager,divorced,grad_school,smartphone,3,6,8.85,1,1,20,other,0,0,1,0.0771703012365405,1
5422,49,manager,married,university,desktop,6,11,11.2,1,0,-1,na,0,0,0,0.0750640059557314,1
5423,39,manager,single,university,smartphone,21,11,6.55,2,0,-1,na,1,0,0,0.0683547291776369,0
5424,39,technology,married,university,smartphone,7,5,7.9,3,1,301,failure,0,0,1,0.068490912062172,0
5425,31,industrial_worker,married,university,na,9,5,14.3,2,0,-1,na,0,0,1,0.1133949485228696,0
5426,44,manager,married,grad_school,smartphone,25,8,31.0,7,0,-1,na,0,0,0,0.079993826375901,1
5427,45,technology,married,grad_school,na,19,6,41.25,3,0,-1,na,0,0,1,0.0762260999037641,1
5428,30,freelance,married,grad_school,smartphone,4,5,38.55,3,1,89,success,0,0,0,0.097007608083816,1
5429,29,technology,single,university,smartphone,23,7,3.95,6,0,-1,na,1,0,1,0.0680642056906288,0
5430,31,student,single,university,smartphone,2,7,32.85,1,0,-1,na,0,0,0,0.104679243912625,1
5431,35,salesman,married,university,na,2,6,27.65,1,0,-1,na,0,0,1,0.074183356635738,1
5432,40,industrial_worker,married,high_school,na,19,6,6.65,1,0,-1,na,0,0,0,0.0921594973943674,0
5433,71,housekeeper,divorced,high_school,smartphone,10,11,14.55,2,1,91,success,0,0,0,0.0847057541808145,1
5434,55,retired,married,high_school,smartphone,14,5,4.7,1,0,-1,na,1,0,0,0.0640331923083906,0
5435,37,manager,married,grad_school,na,18,6,0.7,10,0,-1,na,0,0,0,0.0748279556225373,0
5436,31,technology,married,university,na,12,5,8.35,4,0,-1,na,0,0,0,0.0753999237375846,0
5437,26,housekeeper,married,high_school,smartphone,8,7,20.3,4,0,-1,na,1,0,0,0.074237829789552,0
5438,50,manager,divorced,grad_school,smartphone,28,1,15.8,1,0,-1,na,1,0,1,0.0850507508216367,0
5439,64,retired,married,university,smartphone,18,5,16.3,1,5,89,failure,0,0,0,0.087438490730485,1
5440,55,technology,married,na,smartphone,30,1,6.4,1,2,270,failure,0,0,1,0.0805294790550723,0
5441,64,manager,married,grad_school,desktop,19,10,44.4,7,11,137,other,0,0,0,0.1192144971220017,1
5442,48,technology,divorced,university,na,12,5,6.45,2,0,-1,na,0,0,1,0.074292302943366,0
5443,60,technology,divorced,university,smartphone,16,8,15.4,2,0,-1,na,0,0,0,0.076135311314074,1
5444,51,industrial_worker,married,high_school,smartphone,5,5,7.35,7,3,250,failure,1,0,1,0.077932925389937,0
5445,33,industrial_worker,married,university,na,5,6,19.5,2,0,-1,na,0,0,1,0.0840611551940152,0
5446,43,teacher,married,university,smartphone,30,7,38.6,8,0,-1,na,0,0,0,0.0762351787627331,1
5447,37,salesman,divorced,university,smartphone,10,7,22.5,1,0,-1,na,0,0,0,0.0740290160332649,0
5448,32,freelance,married,high_school,smartphone,18,7,27.5,1,0,-1,na,0,0,1,0.0737294136872877,1
5449,61,manager,married,grad_school,smartphone,10,3,4.8,1,0,-1,na,0,0,0,0.081854992464547,1
5450,51,industrial_worker,married,high_school,smartphone,6,8,73.05,7,0,-1,na,0,0,0,0.1372451110344452,1
5451,40,manager,married,grad_school,smartphone,10,11,6.85,1,8,96,success,0,0,0,0.0728033700724492,1
5452,47,manager,married,na,smartphone,19,11,23.95,3,0,-1,na,0,0,1,0.1108347102936103,1
5453,50,industrial_worker,married,high_school,na,7,5,5.35,3,0,-1,na,0,0,1,0.074219672071614,0
5454,24,industrial_worker,married,university,na,16,5,14.5,1,0,-1,na,1,0,1,0.0740925680460479,0
5455,24,manager,single,grad_school,smartphone,12,6,11.45,2,4,95,success,0,0,0,0.0864761316797704,1
5456,35,manager,married,grad_school,smartphone,12,8,4.25,8,0,-1,na,0,0,0,0.076089917019229,0
5457,37,teacher,single,university,smartphone,31,7,0.05,11,0,-1,na,0,0,0,0.0771884589544786,0
5458,38,industrial_worker,divorced,university,smartphone,21,10,28.3,1,4,183,success,0,0,1,0.0728033700724492,1
5459,38,technology,married,university,smartphone,12,8,45.8,4,0,-1,na,0,0,0,0.0862219236286383,1
5460,43,manager,married,high_school,na,20,6,8.75,4,0,-1,na,0,0,0,0.0736930982514117,0
5461,65,retired,married,high_school,smartphone,18,8,42.25,4,0,-1,na,0,0,0,0.0887821618578977,1
5462,39,manager,divorced,university,smartphone,9,2,8.0,2,0,-1,na,0,0,1,0.0740017794563579,0
5463,31,industrial_worker,single,university,na,23,5,9.4,2,0,-1,na,1,0,1,0.0720952190728669,0
5464,30,manager,single,grad_school,smartphone,20,11,11.5,2,0,-1,na,0,0,0,0.0852595645779238,0
5465,33,technology,married,grad_school,smartphone,4,8,29.5,1,0,-1,na,0,0,0,0.0882283514607884,1
5466,34,technology,single,university,smartphone,13,8,49.0,1,0,-1,na,0,0,0,0.0729486318159533,1
5467,27,industrial_worker,single,high_school,smartphone,6,2,5.25,1,0,-1,na,0,0,0,0.0777059539157118,0
5468,31,freelance,single,grad_school,smartphone,14,9,4.45,3,0,-1,na,0,0,0,0.0753000562889256,0
5469,42,industrial_worker,married,high_school,smartphone,11,5,35.4,2,0,-1,na,1,0,1,0.0806928985165144,0
5470,47,manager,married,grad_school,smartphone,25,7,4.6,5,0,-1,na,0,0,1,0.0728669220852323,0
5471,30,manager,single,grad_school,smartphone,26,5,8.1,2,1,105,other,0,0,0,0.0813193397853757,0
5472,42,technology,married,university,smartphone,5,2,6.25,1,1,8,other,1,0,0,0.091297005792312,0
5473,36,manager,married,grad_school,smartphone,6,8,15.05,2,0,-1,na,0,0,0,0.074283224084397,0
5474,51,industrial_worker,married,university,smartphone,18,11,3.15,1,0,-1,na,0,0,0,0.0728033700724492,0
5475,51,manager,married,grad_school,smartphone,8,3,9.95,2,3,188,success,0,0,0,0.0967261634557768,0
5476,30,industrial_worker,single,university,smartphone,29,1,5.05,2,1,196,failure,0,0,0,0.07224955967534,0
5477,57,industrial_worker,married,high_school,desktop,31,7,0.75,8,0,-1,na,0,0,1,0.0730121838287364,0
5478,60,salesman,divorced,university,na,11,6,17.5,1,0,-1,na,0,0,0,0.0732300764439925,0
5479,57,industrial_worker,divorced,high_school,na,8,5,13.25,1,0,-1,na,0,0,1,0.0712054908939044,0
5480,44,salesman,married,high_school,smartphone,14,4,12.0,1,8,181,success,0,0,1,0.0960180124561945,1
5481,35,manager,married,grad_school,na,2,6,4.55,2,0,-1,na,0,0,1,0.083634448822472,0
5482,51,industrial_worker,married,university,na,14,5,45.85,1,0,-1,na,0,0,1,0.1379895774699036,1
5483,56,technology,married,university,smartphone,20,11,42.35,3,0,-1,na,0,0,0,0.0730121838287364,1
5484,50,industrial_worker,married,university,desktop,4,7,6.55,2,0,-1,na,1,0,1,0.0848691736422566,0
5485,27,industrial_worker,single,university,smartphone,7,5,7.15,2,0,-1,na,0,0,1,0.0728396855083253,0
5486,51,teacher,married,university,smartphone,7,12,14.9,2,0,-1,na,0,0,0,0.0749913750839794,1
5487,30,industrial_worker,single,na,smartphone,21,4,6.95,2,0,-1,na,0,0,0,0.1298276832567683,1
5488,29,salesman,single,university,desktop,2,2,1.0,5,0,-1,na,0,0,1,0.0776696384798358,0
5489,36,industrial_worker,married,high_school,na,12,6,13.4,1,0,-1,na,0,0,1,0.0764167559421132,0
5490,31,technology,single,university,smartphone,29,8,7.35,2,0,-1,na,0,0,0,0.0728033700724492,0
5491,47,teacher,divorced,university,desktop,17,10,23.4,1,0,-1,na,1,0,1,0.0778421368002469,1
5492,27,unemployed,single,university,na,27,5,8.75,2,0,-1,na,0,0,1,0.0728033700724492,0
5493,37,teacher,married,university,smartphone,26,5,24.5,2,0,-1,na,0,0,0,0.1754217129991102,0
